package	version	interface	namespace	command	target	source_url
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port group show	ironicclient.osc.v1.baremetal_portgroup:ShowBaremetalPortGroup	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port group unset	ironicclient.osc.v1.baremetal_portgroup:UnsetBaremetalPortGroup	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port list	ironicclient.osc.v1.baremetal_port:ListBaremetalPort	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port set	ironicclient.osc.v1.baremetal_port:SetBaremetalPort	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port show	ironicclient.osc.v1.baremetal_port:ShowBaremetalPort	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal port unset	ironicclient.osc.v1.baremetal_port:UnsetBaremetalPort	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook create	ironicclient.osc.v1.baremetal_runbook:CreateBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook delete	ironicclient.osc.v1.baremetal_runbook:DeleteBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook list	ironicclient.osc.v1.baremetal_runbook:ListBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook set	ironicclient.osc.v1.baremetal_runbook:SetBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook show	ironicclient.osc.v1.baremetal_runbook:ShowBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal runbook unset	ironicclient.osc.v1.baremetal_runbook:UnsetBaremetalRunbook	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal shard list	ironicclient.osc.v1.baremetal_shard:ListBaremetalShard	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector create	ironicclient.osc.v1.baremetal_volume_connector:CreateBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector delete	ironicclient.osc.v1.baremetal_volume_connector:DeleteBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector list	ironicclient.osc.v1.baremetal_volume_connector:ListBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector set	ironicclient.osc.v1.baremetal_volume_connector:SetBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector show	ironicclient.osc.v1.baremetal_volume_connector:ShowBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume connector unset	ironicclient.osc.v1.baremetal_volume_connector:UnsetBaremetalVolumeConnector	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target create	ironicclient.osc.v1.baremetal_volume_target:CreateBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target delete	ironicclient.osc.v1.baremetal_volume_target:DeleteBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target list	ironicclient.osc.v1.baremetal_volume_target:ListBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target set	ironicclient.osc.v1.baremetal_volume_target:SetBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target show	ironicclient.osc.v1.baremetal_volume_target:ShowBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-ironicclient	5.10.0	OSC	openstack.baremetal.v1	openstack baremetal volume target unset	ironicclient.osc.v1.baremetal_volume_target:UnsetBaremetalVolumeTarget	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack notification create	masakariclient.osc.v1.notification:CreateNotification	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L34
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack notification list	masakariclient.osc.v1.notification:ListNotification	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L36
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack notification show	masakariclient.osc.v1.notification:ShowNotification	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L35
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack notification vmove list	masakariclient.osc.v1.vmove:ListVMove	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L38
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack notification vmove show	masakariclient.osc.v1.vmove:ShowVMove	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L37
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment create	masakariclient.osc.v1.segment:CreateSegment	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L39
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment delete	masakariclient.osc.v1.segment:DeleteSegment	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L41
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment host create	masakariclient.osc.v1.host:CreateHost	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L44
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment host delete	masakariclient.osc.v1.host:DeleteHost	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L47
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment host list	masakariclient.osc.v1.host:ListHost	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L46
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment host show	masakariclient.osc.v1.host:ShowHost	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L45
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment host update	masakariclient.osc.v1.host:UpdateHost	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L48
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment list	masakariclient.osc.v1.segment:ListSegment	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L43
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment show	masakariclient.osc.v1.segment:ShowSegment	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L42
python-masakariclient	8.6.0	OSC	openstack.ha.v1	openstack segment update	masakariclient.osc.v1.segment:UpdateSegment	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L40
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition create	mistralclient.commands.v2.actions:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L84
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition definition show	mistralclient.commands.v2.actions:GetDefinition	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L87
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition delete	mistralclient.commands.v2.actions:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L85
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition list	mistralclient.commands.v2.actions:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L82
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition show	mistralclient.commands.v2.actions:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L83
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action definition update	mistralclient.commands.v2.actions:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L86
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution delete	mistralclient.commands.v2.action_executions:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L64
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution input show	mistralclient.commands.v2.action_executions:GetInput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L61
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution list	mistralclient.commands.v2.action_executions:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L59
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution output show	mistralclient.commands.v2.action_executions:GetOutput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L62
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution run	mistralclient.commands.v2.action_executions:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L58
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution show	mistralclient.commands.v2.action_executions:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L60
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack action execution update	mistralclient.commands.v2.action_executions:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L63
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source content show	mistralclient.commands.v2.code_sources:GetContent	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L112
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source create	mistralclient.commands.v2.code_sources:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L109
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source delete	mistralclient.commands.v2.code_sources:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L110
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source list	mistralclient.commands.v2.code_sources:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L107
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source show	mistralclient.commands.v2.code_sources:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L108
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack code source update	mistralclient.commands.v2.code_sources:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L111
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack cron trigger create	mistralclient.commands.v2.cron_triggers:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L91
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack cron trigger delete	mistralclient.commands.v2.cron_triggers:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L92
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack cron trigger list	mistralclient.commands.v2.cron_triggers:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L89
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack cron trigger show	mistralclient.commands.v2.cron_triggers:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L90
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack dynamic action create	mistralclient.commands.v2.dynamic_actions:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L116
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack dynamic action delete	mistralclient.commands.v2.dynamic_actions:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L117
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack dynamic action list	mistralclient.commands.v2.dynamic_actions:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L114
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack dynamic action show	mistralclient.commands.v2.dynamic_actions:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L115
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack dynamic action update	mistralclient.commands.v2.dynamic_actions:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L118
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack event trigger create	mistralclient.commands.v2.event_triggers:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L96
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack event trigger delete	mistralclient.commands.v2.event_triggers:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L97
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack event trigger list	mistralclient.commands.v2.event_triggers:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L94
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack event trigger show	mistralclient.commands.v2.event_triggers:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L95
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack resource member create	mistralclient.commands.v2.members:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L103
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack resource member delete	mistralclient.commands.v2.members:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L104
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack resource member list	mistralclient.commands.v2.members:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L101
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack resource member show	mistralclient.commands.v2.members:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L102
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack resource member update	mistralclient.commands.v2.members:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L105
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack task execution list	mistralclient.commands.v2.tasks:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L76
